event_type,roll,passed,batter_buoyancy,batter_divinity,batter_martyrdom,batter_moxie,batter_musclitude,batter_patheticism,batter_thwackability,batter_tragicness,batter_coldness,batter_overpowerment,batter_ruthlessness,batter_shakespearianism,batter_suppression,batter_unthwackability,batter_base_thirst,batter_continuation,batter_ground_friction,batter_indulgence,batter_laserlikeness,batter_anticapitalism,batter_chasiness,batter_omniscience,batter_tenaciousness,batter_watchfulness,batter_pressurization,batter_cinnamon,batter_multiplier,runner_on_first_base_thirst,runner_on_first_continuation,runner_on_first_ground_friction,runner_on_first_indulgence,runner_on_first_laserlikeness,runner_on_first_multiplier,runner_on_second_base_thirst,runner_on_second_continuation,runner_on_second_ground_friction,runner_on_second_indulgence,runner_on_second_laserlikeness,runner_on_second_multiplier,runner_on_third_base_thirst,runner_on_third_continuation,runner_on_third_ground_friction,runner_on_third_indulgence,runner_on_third_laserlikeness,runner_on_third_multiplier,pitcher_buoyancy,pitcher_divinity,pitcher_martyrdom,pitcher_moxie,pitcher_musclitude,pitcher_patheticism,pitcher_thwackability,pitcher_tragicness,pitcher_ruthlessness,pitcher_overpowerment,pitcher_unthwackability,pitcher_shakespearianism,pitcher_suppression,pitcher_coldness,pitcher_base_thirst,pitcher_continuation,pitcher_ground_friction,pitcher_indulgence,pitcher_laserlikeness,pitcher_anticapitalism,pitcher_chasiness,pitcher_omniscience,pitcher_tenaciousness,pitcher_watchfulness,pitcher_pressurization,pitcher_cinnamon,pitcher_multiplier,fielder_anticapitalism,fielder_chasiness,fielder_omniscience,fielder_tenaciousness,fielder_watchfulness,fielder_multiplier,ballpark_grandiosity,ballpark_fortification,ballpark_obtuseness,ballpark_ominousness,ballpark_inconvenience,ballpark_viscosity,ballpark_forwardness,ballpark_mysticism,ballpark_elongation,ballpark_filthiness,what1,what2,batting_team_hype,pitching_team_hype,batter_name,pitcher_name,fielder_name,runner_on_first_name,runner_on_second_name,runner_on_third_name,batter_vibes,pitcher_vibes,fielder_vibes,runner_on_first_vibes,runner_on_second_vibes,runner_on_third_vibes,batter_mods,batting_team_mods,pitcher_mods,pitching_team_mods,fielder_mods,runner_on_first_mods,runner_on_second_mods,runner_on_third_mods,game_id,stadium_id,play_count,weather,ball_count,strike_count,out_count,season,day,top_of_inning,home_score,away_score,inning,batting_team_roster_size,pitching_team_roster_size,baserunner_count,is_strike,strike_roll,strike_threshold,fielder_roll,batter_consecutive_hits
Hit1,0.6942952069030377,False,0.5819998058818493,0.5646037388308655,0.3295064984236983,0.13524911821484817,0.5771550454440274,0.1190409438922472,0.5702195721562991,0.1,0.25917708287461805,0.270047997955007,0.720862477993724,0.00930467194928375,0.4902580001688128,0.799566471629267,0.7533886928978704,0.4549491001034629,0.3248499769491129,0.7483038421743367,0.5565532297840436,0.16906640089544256,0.8383721553848105,0.9858139762465901,0.2945289684910022,0.6385607813734688,0.8913407446652273,0.8528817960180046,1,0.9854592162924868,0.3661696917021845,0.600792928987684,0.18833620816054789,1.0397955117629953,1,0.3873649474481248,0.7186678057473431,0.48603286611628105,0.6568321283189816,0.3844384744149788,1,0,0,0,0,0,1,0.6694403028848148,0.2890736747948268,0.19174465533400653,0.3277264967121307,0.6677688002085969,0.27470763336364,0.6419266678833049,0.1,0.3865457366516998,0.9808880432360387,0.5117691378618316,0.8139413707248528,0.9854555477967812,0.19247928914399504,0.6193144860305861,0.2500215654898419,0.3828599718455674,0.8085452229692396,0.7716568635665009,0.20153493865703043,0.6600779369088758,0.07005077973239948,0.24347320818568585,0.5801944412470672,0.2389176666127779,0.2887733374956263,1,0.709099060898585,1.0250420908732556,1.5409585045140068,0.5517307649199976,1.2946249642245753,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.07434893956793198,0,0,Sparks Beans,Mooney Doctor,Cedric Spliff,Paula Turnip,Theodore Duende,,-0.8913407446652273,0.17480916374199917,0.08003910890591837,0.770573979091436,-0.19211073223806774,0,,,,EARLBIRDS,,,SPICY,,42e4c8e3-9973-43d1-ae94-d59135b3cb52,,130,Weather.FLOODING,0,0,2,12,54,True,1,6,2,16,15,2,True,0.47083759469081676,0.4777335297582398,0.7354733354278986,0
Hit2,0.14557164563368907,True,1.0108872877075583,0.7530805951157729,0.9745224166101445,0.3297514494714305,0.5038015864496952,0.5139033585384345,0.6411386187116197,0.1,0.43442236467323664,0.7929950980215963,0.40154769367801807,0.8547252763051847,0.37704005991605777,0.4478521909609359,0.45447336017832873,1.1407566655283758,0.3953088004793014,0.5919874807694785,0.5587163760021981,0.08271283642757346,0.7586584737552694,0.09274786751783562,0.7165946266251347,0.01,0.7825931943366771,0.6277432411981687,1,0.7533886928978704,0.4549491001034629,0.3248499769491129,0.7483038421743367,0.5565532297840436,1,0.9854592162924868,0.3661696917021845,0.600792928987684,0.18833620816054789,1.0397955117629953,1,0,0,0,0,0,1,0.6694403028848148,0.2890736747948268,0.19174465533400653,0.3277264967121307,0.6677688002085969,0.27470763336364,0.6419266678833049,0.1,0.3865457366516998,0.9808880432360387,0.5117691378618316,0.8139413707248528,0.9854555477967812,0.19247928914399504,0.6193144860305861,0.2500215654898419,0.3828599718455674,0.8085452229692396,0.7716568635665009,0.20153493865703043,0.6600779369088758,0.07005077973239948,0.24347320818568585,0.5801944412470672,0.2389176666127779,0.2887733374956263,1,0.7382523313971773,0.2617974327396124,0.15492516264742615,0.4214508013539455,0.21599660539497997,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.008267831470890608,0,0,Oliver Notarobot,Mooney Doctor,Fish Summer,Sparks Beans,Paula Turnip,,-0.576054205229831,0.17480916374199917,0.887759530762145,-0.8913407446652273,0.770573979091436,0,ALTERNATE,,,EARLBIRDS,FIRE_EATER,,,,42e4c8e3-9973-43d1-ae94-d59135b3cb52,,132,Weather.FLOODING,0,0,2,12,54,True,1,7,2,16,15,2,True,0.023798709272752072,0.47039818385880655,0.3309708345235338,1
Hit1,0.9914474696900542,False,1.0363794821794128,0.22292169669367057,1.1531831601556017,1.0288710374421228,0.8341266506028824,0.7512124152455752,0.7118436627465634,0.1,0.8432652594439404,0.38957573236193477,0.6671894795195927,0.7931544678075055,0.2844179064849761,0.5448742029979522,0.25306104847681293,1.058888665088906,0.35042638771885304,0.4296141127311721,0.5796897813408264,0.5138492241399824,0.5389397025327821,0.5111650830688889,0.07105896422887409,0.09348419314865702,0.7953263253708514,0.7298263363376538,1,0,0,0,0,0,1,0.45447336017832873,1.1407566655283758,0.3953088004793014,0.5919874807694785,0.5587163760021981,1,0.7533886928978704,0.4549491001034629,0.3248499769491129,0.7483038421743367,0.5565532297840436,1,0.6694403028848148,0.2890736747948268,0.19174465533400653,0.3277264967121307,0.6677688002085969,0.27470763336364,0.6419266678833049,0.1,0.3865457366516998,0.9808880432360387,0.5117691378618316,0.8139413707248528,0.9854555477967812,0.19247928914399504,0.6193144860305861,0.2500215654898419,0.3828599718455674,0.8085452229692396,0.7716568635665009,0.20153493865703043,0.6600779369088758,0.07005077973239948,0.24347320818568585,0.5801944412470672,0.2389176666127779,0.2887733374956263,1,0.7353529536069288,0.2951854198906845,0.32820397920832645,1.0423421538813835,1.0786706692905197,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.18416913027014203,0,0,Quack Enjoyable,Mooney Doctor,York Silk,,Oliver Notarobot,Sparks Beans,-0.5719728892359971,0.17480916374199917,0.6515367225807851,0,-0.576054205229831,-0.8913407446652273,,,,EARLBIRDS,DOUBLE_PAYOUTS;HONEY_ROASTED,,ALTERNATE,,42e4c8e3-9973-43d1-ae94-d59135b3cb52,,135,Weather.FLOODING,0,1,2,12,54,True,1,8,2,16,15,2,True,0.2908066340652409,0.5034306902741252,0.3608467057958522,0
Hit2,0.35362266137104625,True,0.5900078798065116,1.21934749310789,1.122511737442628,0.5084801602442045,1.296983182850668,0.001,0.7017914288327848,0.1,1.134153889217979,0.6276089751129824,1.0519349560368807,0.4585334253071496,0.5084470699658965,0.7760172916741079,0.7387028164140008,0.6999724903087617,0.6502849903236432,0.3878762679417484,0.899352121284233,0.609252593195089,0.6691805511126165,0.2374553131501013,0.38493182434628526,0.7508453863199168,0.35262712368537996,0.6244798556999103,1.0272727272727273,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.33919899000664816,1.128079327445763,0.5763171871476395,0.4779835026600292,0.6642174257546132,0.5498227056380747,0.9544037803506675,0.1,0.3023068447243799,0.9253502823245756,0.9184170717321951,1.0499991409297582,0.16177014816711222,0.8990215636192187,0.9033590856789784,0.9748017199002824,0.538102263168483,0.3629031350361186,0.6994779783525613,0.7378423026142329,0.30585582674509926,0.6600210445384033,0.526676118253519,0.6068646719902602,0.14854720613269462,0.48311792959926825,1,0.2566074289101624,0.813369490792356,0.01,0.2512358763289039,0.6993150628961388,1.0272727272727273,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.8392456512652422,0,0,Hiroto Cerna,Jordan Hildebert,Denzel Scott,,,,-0.35262712368537996,0.48311792959926825,0.5854480940377381,0,0,0,,GROWTH,FRIEND_OF_CROWS;SIPHON,,SHELLED,,,,7539b543-8458-4454-a885-d9b55a6ca661,,142,Weather.SUN_2,2,1,2,12,54,True,2,4,3,16,14,0,True,0.09122267368862147,0.5326905899803166,0.14395381757776238,0
Hit1,0.9070889769683923,False,1.1388865242138329,0.9691192908927188,0.9606078030530595,0.9730578289878038,0.8497087463128271,0.6397071815499721,0.4728365583951404,0.05008820354551827,0.43791038959904677,0.35855517981005,1.04571321125965,0.5339480583623306,0.8553091510049398,1.1923297676449582,1.0378319487826735,0.9743855458988167,0.33821549974579046,0.5266103549264864,0.8980268009272198,0.6105841020451221,0.42300965631060866,0.32243327237006586,0.484252170771907,0.48063641719141065,0.5865363353389356,0.4653051721024357,1.01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.9353030023878447,0.3136754033048849,1.053435749841884,0.6593750788885828,0.5221871597007706,0.01,0.2791395999787293,0.03513002235949303,0.5995701978079284,1.1328597473027633,0.48444498576466793,0.2614571723788096,0.9438188265305831,0.609466777761458,0.246197750591003,0.864908113365923,0.5905069966686584,0.8219204109569679,1.0775871076258894,1.1245120237322284,0.21426977674214212,0.7954462350746851,0.43516083619920254,0.44866839109535595,0.9826198699348789,1.0354813987784384,1,0.17816937398495666,0.5770009164607965,0.12258858649740556,0.45134569839584426,0.20731694828655786,1.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.8408341510643114,0,0,Jacob Winner,Alejandro Leaf,Ren Hunter,,,,0.17380747041396724,-0.7899083469575778,-0.7684774684235895,0,0,0,NON_IDOLIZED;SWIM_BLADDER,SINKING_SHIP,HONEY_ROASTED,BIRD_SEED,,,,,5be27311-2020-4a6b-afdf-39eacbb336f2,,149,Weather.BLACK_HOLE,3,0,2,12,54,False,1,2,4,13,16,0,True,0.42639823929331944,0.5372753124898447,0.2251418105153684,0
Hit2,0.3445801648751057,True,1.2593094698539085,1.1383965378033092,0.5376279455892786,0.9902878925285323,1.1764011605143947,0.306328316225548,1.2298351431014618,0.001,0.3043536965750927,0.6784513042443595,0.3465096329679718,0.4706456440205379,0.8369510830718048,1.0164568792530158,0.4672936602092609,1.0521487364939015,0.1327796447289124,0.9519680649130617,0.7337955406003984,0.7353529536069288,0.2951854198906845,0.32820397920832645,1.0423421538813835,1.0786706692905197,0.32762547788474816,0.9383021426684449,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.3345274039314281,0.5527658883146049,0.505402394354755,0.04146993321131154,0.9033401461180819,0.9497524024365027,0.8644460510251408,0.1,0.5926674383412813,0.9457779407933766,0.13008807779843656,0.14289896471901908,0.8985462195298943,0.707726770269151,0.7342118161986011,0.6563937019252541,0.27743284704907367,0.7222003154144341,0.6035796947883036,0.2373719079334946,0.8104195607090454,0.8993520157461077,0.18401877516772114,0.9417716526507101,0.5591308458543041,0.7773488339967005,1,0.01,0.11941547599075783,0.7634042074310031,0.14219493287324422,0.24418794283681575,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.9068310348608637,0,0,York Silk,Lenny Marijuana,Malik Destiny,,,,0.6515367225807851,0.7773488339967005,0.1679155053039517,0,0,0,DOUBLE_PAYOUTS;HONEY_ROASTED,EARLBIRDS,,,ALTERNATE;FIRE_EATER,,,,42e4c8e3-9973-43d1-ae94-d59135b3cb52,,143,Weather.FLOODING,1,1,0,12,54,False,1,9,2,15,16,0,True,0.4080298955834445,0.6230829080823683,0.34505057357761726,0
Hit2,0.07947007477497414,True,0.5516400748691155,0.7908932525315231,0.4956752922879231,0.01024450975756891,0.8809107797941063,0.21000000000000002,0.5667345336326306,0.21000000000000002,0.0800691218228114,0.01,0.2767515810473049,0.030621948300607826,0.8813999649435555,0.5415676844369679,0.21333738899645738,0.001,0.9184371007015488,0.001,0.3333437722407317,0.01,0.01,0.5224831463650459,0.198413767258605,0.01,0.2625056906223122,1.0142796119907305,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.001,0.001,0.39925503715357274,0.33204504188307665,0.001,0.99,0.11684610174266247,0.30000000000000004,0.35961936844395787,0.7754645505676623,0.5815200318329725,0.5246090812440876,0.5226170957077034,0.45178668328303656,0.7385409221488821,0.8776877728718051,0.6200472755146997,0.8781132603406641,0.13064469663226058,0.6401987256823853,0.01,0.4474790868044713,0.08396412049289687,0.1745075104218416,0.08825681728678791,0.12844742835367118,1,0.3320321791734432,0.5399385877210762,0.5804787627689045,0.2880271007783781,0.3400971952750011,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.7961270173639434,0,0,Summers Preston,Combs Estes,Tamara Crankit,,,,-0.2625056906223122,0.12844742835367118,-0.3022004147270445,0,0,0,,,SIPHON,EXTRA_STRIKE,,,,,a1144b74-d13b-47b2-9403-b6afa15b20ea,,152,Weather.BIRDS,2,1,0,12,54,False,7,1,3,15,15,0,True,0.33816793502302556,0.49874841949636584,0.15233043584714867,1
Hit1,0.6249077833170527,False,1.104717874221194,0.8382326730191755,1.1843073356356104,0.4121412369870784,0.37838181883120126,0.001,1.2423405373329628,0.001,1.0327488635246762,0.6899701513120295,0.9957352631826504,0.7810719645979081,0.5959362816499624,0.7944182975528054,0.7914861206778269,0.35121215524702387,0.2895686397302656,0.2366787008080446,0.31148034189307927,0.251383095099306,0.6112399116935008,0.06646621909086135,1.024260205523409,0.06768299028309699,0.49077389948719286,0.3538392087265827,1,0,0,0,0,0,1,0.4672936602092609,1.0521487364939015,0.1327796447289124,0.9519680649130617,0.7337955406003984,1,0,0,0,0,0,1,0.3345274039314281,0.5527658883146049,0.505402394354755,0.04146993321131154,0.9033401461180819,0.9497524024365027,0.8644460510251408,0.1,0.5926674383412813,0.9457779407933766,0.13008807779843656,0.14289896471901908,0.8985462195298943,0.707726770269151,0.7342118161986011,0.6563937019252541,0.27743284704907367,0.7222003154144341,0.6035796947883036,0.2373719079334946,0.8104195607090454,0.8993520157461077,0.18401877516772114,0.9417716526507101,0.5591308458543041,0.7773488339967005,1,0.2510674462348137,0.520063895286182,0.01,0.31607088091281543,0.01,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.6473337582706598,0,0,Eugenia Garbage,Lenny Marijuana,Oliver Mueller,,York Silk,,0.11977088368095556,0.7773488339967005,-0.8747497410130696,0,0.6515367225807851,0,,EARLBIRDS,,,,,DOUBLE_PAYOUTS;HONEY_ROASTED,,42e4c8e3-9973-43d1-ae94-d59135b3cb52,,148,Weather.FLOODING,1,2,0,12,54,False,1,9,2,15,16,1,False,0.6439305820756207,0.543280973914049,0.2578791910844913,0
Hit1,0.4584984920224626,False,0.8184000989910588,1.0091919144029167,0.4701422446539144,0.46284704714713065,0.5139713217328542,0.551391966939865,0.41869509403978855,0.1,0.9979096989465742,0.4280486350385403,0.8818432363428376,0.6863239355128756,0.4383500449410565,0.5026955960383966,0.8006476847967972,0.7566535643374561,1.25121219139081,0.6356178650028889,0.5282517188961021,0.49517774189295904,0.15582968288537188,0.7558675963458281,0.31408310913154214,0.6175507589731819,0.130306564204822,0.5281584438684465,1,1.0783354165282721,0.3131323678650222,0.34849719884103086,0.4905682973720833,0.33052013682776726,1,0,0,0,0,0,1,0,0,0,0,0,1,0.5002003133495695,1.045979028720009,0.19211680932011946,0.6021440312065004,0.24449252180978057,0.46421203684453843,0.12109414746094876,0.1,0.6373637815624321,0.29229686205404654,1.0098632958093068,0.6561290298537586,0.48190064813212447,0.12344369017499886,0.0833332740525748,0.7113143180556302,0.491406661154682,0.7909967761200131,0.6959997254877858,0.842220916491977,0.24635957982623277,0.7784882373410975,0.039434403869252885,0.15942609978563357,0.4917446149466165,0.6504994376062749,1,0.34733541287506975,0.26689633482710473,0.952004042676724,0.40355828796160303,0.49636477197602896,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.6062618704622664,0,0,Basilio Fig,Miguel James,Aldon Cashmoney,Rat Mason,,,0.40419904853906724,0.559835833612591,0.5709626982496414,-0.6443090688591865,0,0,FIRE_EATER,,,BASE_INSTINCTS,SPICY,,,,0057e1fd-fb3f-4627-a6cd-7e6243930687,,157,Weather.FEEDBACK,0,0,1,12,54,False,3,0,4,9,13,1,False,0.681115810403973,0.5640154116799437,0.4800796567917778,0
Hit2,0.0723861188245396,True,0.8563305061744094,0.7859216689315514,0.9917544733223559,0.9882101454782319,0.7366041657894368,0.3981064480786912,0.8576008961824069,0.1,0.6758048889256558,0.9412245084982097,0.5456168158066642,0.7162983459399863,0.3254211728293077,0.6773269674735916,0.7883480937436154,0.47514535092169086,0.37758854384661794,0.3756097753289325,0.2757659811235696,0.20815999575121305,0.6173054963707638,1.062151399367308,0.6576748352900097,0.8310043951008672,0.6160131099737187,1.081307184090076,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.5424989167918842,0.8751244091691847,0.48035804887113565,0.722225329411824,0.7889629395490493,0.8652553379179987,0.6355383040268938,0.01,0.4215500174299699,0.8294392489498279,0.5004742812660818,0.930296402449408,0.7227152540717486,0.22592970153733427,0.7698558898362952,0.4841248566996277,0.4081533245176311,0.5057715487723716,1.1319830860838043,0.7012875719040299,0.5249548915541065,0.16801030516472676,0.19333324535050267,0.6277626734534189,0.3779736272555312,0.7448344041382213,1,0.6213753703764386,0.7364626359359063,0.7582760257073042,1.0471211715262942,0.6403818783114601,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5745655944167782,0,0,Reese Clark,Chambers Simmons,Castillo Turner,,,,-0.4539334443393675,0.6557134999919532,-0.7299201069094723,0,0,0,FIRE_EATER,,,GROWTH,,,,,7539b543-8458-4454-a885-d9b55a6ca661,,158,Weather.SUN_2,2,2,1,12,54,False,2,4,3,14,16,0,True,0.054745987852610645,0.5167103840489751,0.5285602304529586,0
